trial,food,genotype,sex,color,birthdate,lightslefton,nonvirgin,lifestatus
29,5,335x365,F,BP,3/24/17,0,0,1
29,5,360x380,F,PP,3/24/17,0,0,1
29,5,387x324,F,TW,3/24/17,0,0,1
29,5,786x716,F,NR,3/24/17,0,0,1
29,5,852x721,F,CO,3/24/17,0,0,1
29,5,153x517,M,BP,3/24/17,0,0,1
29,5,235x712,M,PP,3/24/17,0,0,1
29,5,307x176,M,TW,3/24/17,0,0,1
29,5,378x765,M,NR,3/24/17,0,0,1
29,5,57x862,M,UB,3/24/17,0,0,1
29,5,59x820,M,BB,3/24/17,0,0,1
29,5,637x318,M,CO,3/24/17,0,0,1
29,5,732x40,M,CY,3/24/17,0,0,1
29,5,801x513,M,LG,3/24/17,0,0,1
29,5,855x391,M,CG,3/24/17,0,0,1
30,5,136x427,F,CO,3/24/17,0,0,1
30,5,208x313,F,CY,3/24/17,0,0,1
30,5,237x714,F,LG,3/24/17,0,0,1
30,5,306x774,F,CG,3/24/17,0,0,1
30,5,315x229,F,UB,3/24/17,0,0,1
30,5,335x365,F,BB,3/24/17,0,0,1
30,5,360x380,F,BP,3/24/17,0,0,1
30,5,387x324,F,PP,3/24/17,0,0,1
30,5,786x716,F,TW,3/24/17,0,0,1
30,5,852x721,F,NR,3/24/17,0,0,1
30,5,153x517,M,BB,3/24/17,0,0,1
30,5,235x712,M,BP,3/24/17,0,0,1
30,5,307x176,M,PP,3/24/17,0,0,1
30,5,378x765,M,TW,3/24/17,0,0,1
30,5,57x862,M,CG,3/24/17,0,0,1
30,5,59x820,M,UB,3/24/17,0,0,1
30,5,637x318,M,NR,3/24/17,0,0,1
30,5,732x40,M,CO,3/24/17,0,0,1
30,5,801x513,M,CY,3/24/17,0,0,1
30,5,855x391,M,LG,3/24/17,0,0,1
31,1,136x427,F,NR,3/24/17,0,0,1
31,1,208x313,F,CO,3/24/17,0,0,1
31,1,237x714,F,CY,3/24/17,0,0,1
31,1,306x774,F,LG,3/24/17,0,0,1
31,1,315x229,F,CG,3/24/17,0,0,1
31,1,335x365,F,UB,3/24/17,0,0,1
31,1,360x380,F,BB,3/24/17,0,0,1
31,1,387x324,F,BP,3/24/17,0,0,1
31,1,786x716,F,PP,3/24/17,0,0,1
31,1,852x721,F,TW,3/24/17,0,0,1
31,1,153x517,M,BB,3/24/17,0,0,1
31,1,235x712,M,BP,3/24/17,0,0,1
31,1,307x176,M,PP,3/24/17,0,0,1
31,1,378x765,M,TW,3/24/17,0,0,1
31,1,57x862,M,CG,3/24/17,0,0,1
31,1,59x820,M,UB,3/24/17,0,0,1
31,1,637x318,M,NR,3/24/17,0,0,1
31,1,732x40,M,CO,3/24/17,0,0,1
31,1,801x513,M,CY,3/24/17,0,0,1
31,1,855x391,M,LG,3/24/17,0,0,1
32,1,136x427,F,TW,3/24/17,0,0,1
32,1,208x313,F,NR,3/24/17,0,0,1
32,1,237x714,F,CO,3/24/17,0,0,1
32,1,306x774,F,CY,3/24/17,0,0,1
32,1,315x229,F,LG,3/24/17,0,0,1
32,1,335x365,F,CG,3/24/17,0,0,1
32,1,360x380,F,UB,3/24/17,0,0,1
32,1,387x324,F,BB,3/24/17,0,0,1
32,1,786x716,F,BP,3/24/17,0,0,1
32,1,852x721,F,PP,3/24/17,0,0,1
32,1,153x517,M,UB,3/24/17,0,0,1
32,1,235x712,M,BB,3/24/17,0,0,1
32,1,307x176,M,BP,3/24/17,0,0,1
32,1,378x765,M,PP,3/24/17,0,0,1
32,1,57x862,M,LG,3/24/17,0,0,1
32,1,59x820,M,CG,3/24/17,0,0,1
32,1,637x318,M,TW,3/24/17,0,0,1
32,1,732x40,M,NR,3/24/17,0,0,1
32,1,801x513,M,CO,3/24/17,0,0,1
32,1,855x391,M,CY,3/24/17,0,0,1
33,2,136x427,F,PP,3/24/17,0,0,1
33,2,208x313,F,TW,3/24/17,0,0,1
33,2,237x714,F,NR,3/24/17,0,0,0
33,2,306x774,F,CO,3/24/17,0,0,1
33,2,315x229,F,CY,3/24/17,0,0,1
33,2,335x365,F,LG,3/24/17,0,0,0
33,2,360x380,F,CG,3/24/17,0,0,1
33,2,387x324,F,UB,3/24/17,0,0,1
33,2,786x716,F,BB,3/24/17,0,0,1
33,2,852x721,F,BP,3/24/17,0,0,1
33,2,153x517,M,CG,3/24/17,0,0,1
33,2,235x712,M,UB,3/24/17,0,0,1
33,2,307x176,M,BB,3/24/17,0,0,1
33,2,378x765,M,BP,3/24/17,0,0,1
33,2,57x862,M,CY,3/24/17,0,0,1
33,2,59x820,M,LG,3/24/17,0,0,1
33,2,637x318,M,PP,3/24/17,0,0,1
33,2,732x40,M,TW,3/24/17,0,0,1
33,2,801x513,M,NR,3/24/17,0,0,1
33,2,855x391,M,CO,3/24/17,0,0,1
34,2,136x427,F,BP,3/24/17,0,1,1
34,2,208x313,F,PP,3/24/17,0,1,1
34,2,237x714,F,TW,3/24/17,0,1,1
34,2,306x774,F,NR,3/24/17,0,1,1
34,2,315x229,F,CO,3/24/17,0,1,1
34,2,335x365,F,CY,3/24/17,0,1,1
34,2,360x380,F,LG,3/24/17,0,1,1
34,2,387x324,F,CG,3/24/17,0,1,1
34,2,786x716,F,UB,3/24/17,0,1,1
34,2,852x721,F,BB,3/24/17,0,1,1
34,2,153x517,M,LG,3/24/17,0,0,1
34,2,235x712,M,CG,3/24/17,0,0,1
34,2,307x176,M,UB,3/24/17,0,0,1
34,2,378x765,M,BB,3/24/17,0,0,1
34,2,57x862,M,CO,3/24/17,0,0,1
34,2,59x820,M,CY,3/24/17,0,0,1
34,2,637x318,M,BP,3/24/17,0,0,1
34,2,732x40,M,PP,3/24/17,0,0,1
34,2,801x513,M,TW,3/24/17,0,0,1
34,2,855x391,M,NR,3/24/17,0,0,1
35,3,136x427,F,BB,3/31/17,0,0,1
35,3,208x313,F,BP,3/31/17,0,0,1
35,3,237x714,F,PP,3/31/17,0,0,1
35,3,306x774,F,TW,3/31/17,0,0,1
35,3,315x229,F,NR,3/31/17,0,0,1
35,3,335x365,F,CO,3/31/17,0,0,1
35,3,360x380,F,CY,3/31/17,0,0,1
35,3,387x324,F,LG,3/31/17,0,0,1
35,3,786x716,F,CG,3/31/17,0,0,1
35,3,852x721,F,UB,3/31/17,0,0,1
35,3,153x517,M,CY,3/31/17,0,0,1
35,3,235x712,M,LG,3/31/17,0,0,1
35,3,307x176,M,CG,3/31/17,0,0,1
35,3,378x765,M,UB,3/31/17,0,0,1
35,3,57x862,M,NR,3/31/17,0,0,1
35,3,59x820,M,CO,3/31/17,0,0,1
35,3,637x318,M,BB,3/31/17,0,0,1
35,3,732x40,M,BP,3/31/17,0,0,1
35,3,801x513,M,PP,3/31/17,0,0,1
35,3,855x391,M,TW,3/31/17,0,0,1
36,3,136x427,F,UB,3/31/17,0,0,
36,3,208x313,F,BB,3/31/17,0,0,
36,3,237x714,F,BP,3/31/17,0,0,
36,3,306x774,F,PP,3/31/17,0,0,
36,3,315x229,F,TW,3/31/17,0,0,
36,3,335x365,F,NR,3/31/17,0,0,
36,3,360x380,F,CO,3/31/17,0,0,
36,3,387x324,F,CY,3/31/17,0,0,
36,3,786x716,F,LG,3/31/17,0,0,
36,3,852x721,F,CG,3/31/17,0,0,
36,3,153x517,M,CO,3/31/17,0,0,
36,3,235x712,M,CY,3/31/17,0,0,
36,3,307x176,M,LG,3/31/17,0,0,
36,3,378x765,M,CG,3/31/17,0,0,
36,3,57x862,M,TW,3/31/17,0,0,
36,3,59x820,M,NR,3/31/17,0,0,
36,3,637x318,M,UB,3/31/17,0,0,
36,3,732x40,M,BB,3/31/17,0,0,
36,3,801x513,M,BP,3/31/17,0,0,
36,3,855x391,M,PP,3/31/17,0,0,
37,4,136x427,F,CG,3/31/17,0,0,1
37,4,208x313,F,UB,3/31/17,0,0,1
37,4,237x714,F,BB,3/31/17,0,0,1
37,4,306x774,F,BP,3/31/17,0,0,1
37,4,315x229,F,PP,3/31/17,0,0,1
37,4,335x365,F,TW,3/31/17,0,0,1
37,4,360x380,F,NR,3/31/17,0,0,1
37,4,387x324,F,CO,3/31/17,0,0,1
37,4,786x716,F,CY,3/31/17,0,0,1
37,4,852x721,F,LG,3/31/17,0,0,1
37,4,153x517,M,NR,3/31/17,0,0,1
37,4,235x712,M,CO,3/31/17,0,0,1
37,4,307x176,M,CY,3/31/17,0,0,1
37,4,378x765,M,LG,3/31/17,0,0,1
37,4,57x862,M,PP,3/31/17,0,0,1
37,4,59x820,M,TW,3/31/17,0,0,1
37,4,637x318,M,CG,3/31/17,0,0,1
37,4,732x40,M,UB,3/31/17,0,0,1
37,4,801x513,M,BB,3/31/17,0,0,1
37,4,855x391,M,BP,3/31/17,0,0,1
38,4,136x427,F,LG,3/31/17,0,0,0
38,4,208x313,F,CG,3/31/17,0,0,1
38,4,237x714,F,UB,3/31/17,0,0,1
38,4,306x774,F,BB,3/31/17,0,0,1
38,4,315x229,F,BP,3/31/17,0,0,1
38,4,335x365,F,PP,3/31/17,0,0,1
38,4,360x380,F,TW,3/31/17,0,0,1
38,4,387x324,F,NR,3/31/17,0,0,1
38,4,786x716,F,CO,3/31/17,0,0,1
38,4,852x721,F,CY,3/31/17,0,0,1
38,4,153x517,M,TW,3/31/17,0,0,1
38,4,235x712,M,NR,3/31/17,0,0,1
38,4,307x176,M,CO,3/31/17,0,0,1
38,4,378x765,M,CY,3/31/17,0,0,1
38,4,57x862,M,BP,3/31/17,0,0,1
38,4,59x820,M,PP,3/31/17,0,0,1
38,4,637x318,M,LG,3/31/17,0,0,1
38,4,732x40,M,CG,3/31/17,0,0,1
38,4,801x513,M,UB,3/31/17,0,0,1
38,4,855x391,M,BB,3/31/17,0,0,1
39,5,136x427,F,CY,3/31/17,0,0,1
39,5,208x313,F,LG,3/31/17,0,0,1
39,5,237x714,F,CG,3/31/17,0,0,1
39,5,306x774,F,UB,3/31/17,0,0,1
39,5,315x229,F,BB,3/31/17,0,0,1
39,5,335x365,F,BP,3/31/17,0,0,1
39,5,360x380,F,PP,3/31/17,0,0,1
39,5,387x324,F,TW,3/31/17,0,0,1
39,5,786x716,F,NR,3/31/17,0,0,1
39,5,852x721,F,CO,3/31/17,0,0,1
39,5,153x517,M,PP,3/31/17,0,0,1
39,5,235x712,M,TW,3/31/17,0,0,1
39,5,307x176,M,NR,3/31/17,0,0,1
39,5,378x765,M,CO,3/31/17,0,0,1
39,5,57x862,M,BB,3/31/17,0,0,1
39,5,59x820,M,BP,3/31/17,0,0,1
39,5,637x318,M,CY,3/31/17,0,0,1
39,5,732x40,M,LG,3/31/17,0,0,1
39,5,801x513,M,CG,3/31/17,0,0,1
39,5,855x391,M,UB,3/31/17,0,0,1
40,5,136x427,F,CO,3/31/17,0,0,1
40,5,208x313,F,CY,3/31/17,0,0,1
40,5,237x714,F,LG,3/31/17,0,0,1
40,5,306x774,F,CG,3/31/17,0,0,1
40,5,315x229,F,UB,3/31/17,0,0,1
40,5,335x365,F,BB,3/31/17,0,0,1
40,5,360x380,F,BP,3/31/17,0,0,1
40,5,387x324,F,PP,3/31/17,0,0,1
40,5,786x716,F,TW,3/31/17,0,0,1
40,5,852x721,F,NR,3/31/17,0,0,1
40,5,153x517,M,BP,3/31/17,0,0,1
40,5,235x712,M,PP,3/31/17,0,0,1
40,5,307x176,M,TW,3/31/17,0,0,1
40,5,378x765,M,NR,3/31/17,0,0,1
40,5,57x862,M,UB,3/31/17,0,0,1
40,5,59x820,M,BB,3/31/17,0,0,1
40,5,637x318,M,CO,3/31/17,0,0,1
40,5,732x40,M,CY,3/31/17,0,0,1
40,5,801x513,M,LG,3/31/17,0,0,1
40,5,855x391,M,CG,3/31/17,0,0,1
41,1,136x427,F,NR,3/31/17,0,0,1
41,1,208x313,F,CO,3/31/17,0,0,1
41,1,237x714,F,CY,3/31/17,0,0,1
41,1,306x774,F,LG,3/31/17,0,0,1
41,1,315x229,F,CG,3/31/17,0,0,1
41,1,335x365,F,UB,3/31/17,0,0,1
41,1,360x380,F,BB,3/31/17,0,0,1
41,1,387x324,F,BP,3/31/17,0,0,1
41,1,786x716,F,PP,3/31/17,0,0,1
41,1,852x721,F,TW,3/31/17,0,0,1
41,1,153x517,M,BP,3/31/17,0,0,1
41,1,235x712,M,PP,3/31/17,0,0,1
41,1,307x176,M,TW,3/31/17,0,0,1
41,1,378x765,M,NR,3/31/17,0,0,1
41,1,57x862,M,UB,3/31/17,0,0,1
41,1,59x820,M,BB,3/31/17,0,0,1
41,1,637x318,M,CO,3/31/17,0,0,1
41,1,732x40,M,CY,3/31/17,0,0,1
41,1,801x513,M,LG,3/31/17,0,0,1
41,1,855x391,M,CG,3/31/17,0,0,1
42,1,136x427,F,TW,3/31/17,0,0,1
42,1,208x313,F,NR,3/31/17,0,0,1
42,1,237x714,F,CO,3/31/17,0,0,1
42,1,306x774,F,CY,3/31/17,0,0,1
42,1,315x229,F,LG,3/31/17,0,0,1
42,1,335x365,F,CG,3/31/17,0,0,1
42,1,360x380,F,UB,3/31/17,0,0,1
42,1,387x324,F,BB,3/31/17,0,0,1
42,1,786x716,F,BP,3/31/17,0,0,1
42,1,852x721,F,PP,3/31/17,0,0,1
42,1,153x517,M,BB,3/31/17,0,0,1
42,1,235x712,M,BP,3/31/17,0,0,1
42,1,307x176,M,PP,3/31/17,0,0,1
42,1,378x765,M,TW,3/31/17,0,0,1
42,1,57x862,M,CG,3/31/17,0,0,1
42,1,59x820,M,UB,3/31/17,0,0,1
42,1,637x318,M,NR,3/31/17,0,0,1
42,1,732x40,M,CO,3/31/17,0,0,1
42,1,801x513,M,CY,3/31/17,0,0,1
42,1,855x391,M,LG,3/31/17,0,0,1
43,2,136x427,F,PP,4/7/17,0,0,1
43,2,208x313,F,TW,4/7/17,0,0,1
43,2,237x714,F,NR,4/7/17,0,0,1
43,2,306x774,F,CO,4/7/17,0,0,1
43,2,315x229,F,CY,4/7/17,0,0,1
43,2,335x365,F,LG,4/7/17,0,0,1
43,2,360x380,F,CG,4/7/17,0,0,1
43,2,387x324,F,UB,4/7/17,0,0,1
43,2,786x716,F,BB,4/7/17,0,0,1
43,2,852x721,F,BP,4/7/17,0,0,1
43,2,153x517,M,UB,4/7/17,0,0,1
43,2,235x712,M,BB,4/7/17,0,0,1
43,2,307x176,M,BP,4/7/17,0,0,1
43,2,378x765,M,PP,4/7/17,0,0,1
43,2,57x862,M,LG,4/7/17,0,0,1
43,2,59x820,M,CG,4/7/17,0,0,1
43,2,637x318,M,TW,4/7/17,0,0,1
43,2,732x40,M,NR,4/7/17,0,0,1
43,2,801x513,M,CO,4/7/17,0,0,1
43,2,855x391,M,CY,4/7/17,0,0,1
44,2,136x427,F,BP,4/7/17,0,0,1
44,2,208x313,F,PP,4/7/17,0,0,1
44,2,237x714,F,TW,4/7/17,0,0,1
44,2,306x774,F,NR,4/7/17,0,0,1
44,2,315x229,F,CO,4/7/17,0,0,1
44,2,335x365,F,CY,4/7/17,0,0,1
44,2,360x380,F,LG,4/7/17,0,0,1
44,2,387x324,F,CG,4/7/17,0,0,1
44,2,786x716,F,UB,4/7/17,0,0,1
44,2,852x721,F,BB,4/7/17,0,0,1
44,2,153x517,M,CG,4/7/17,0,0,0
44,2,235x712,M,UB,4/7/17,0,0,1
44,2,307x176,M,BB,4/7/17,0,0,1
44,2,378x765,M,BP,4/7/17,0,0,1
44,2,57x862,M,CY,4/7/17,0,0,1
44,2,59x820,M,LG,4/7/17,0,0,1
44,2,637x318,M,PP,4/7/17,0,0,1
44,2,732x40,M,TW,4/7/17,0,0,1
44,2,801x513,M,NR,4/7/17,0,0,1
44,2,855x391,M,CO,4/7/17,0,0,1
45,3,136x427,F,BB,4/7/17,0,1,1
45,3,208x313,F,BP,4/7/17,0,1,1
45,3,237x714,F,PP,4/7/17,0,1,0
45,3,306x774,F,TW,4/7/17,0,1,1
45,3,315x229,F,NR,4/7/17,0,1,0
45,3,335x365,F,CO,4/7/17,0,1,1
45,3,360x380,F,CY,4/7/17,0,1,1
45,3,387x324,F,LG,4/7/17,0,1,1
45,3,786x716,F,CG,4/7/17,0,1,1
45,3,852x721,F,UB,4/7/17,0,1,1
45,3,153x517,M,LG,4/7/17,0,0,1
45,3,235x712,M,CG,4/7/17,0,0,1
45,3,307x176,M,UB,4/7/17,0,0,1
45,3,378x765,M,BB,4/7/17,0,0,1
45,3,57x862,M,CO,4/7/17,0,0,1
45,3,59x820,M,CY,4/7/17,0,0,1
45,3,637x318,M,BP,4/7/17,0,0,1
45,3,732x40,M,PP,4/7/17,0,0,1
45,3,801x513,M,TW,4/7/17,0,0,1
45,3,855x391,M,NR,4/7/17,0,0,1
46,3,136x427,F,UB,4/7/17,0,0,1
46,3,208x313,F,BB,4/7/17,0,0,1
46,3,237x714,F,BP,4/7/17,0,0,0
46,3,306x774,F,PP,4/7/17,0,0,1
46,3,315x229,F,TW,4/7/17,0,0,1
46,3,335x365,F,NR,4/7/17,0,0,1
46,3,360x380,F,CO,4/7/17,0,0,1
46,3,387x324,F,CY,4/7/17,0,0,1
46,3,786x716,F,LG,4/7/17,0,0,1
46,3,852x721,F,CG,4/7/17,0,0,1
46,3,153x517,M,CY,4/7/17,0,0,1
46,3,235x712,M,LG,4/7/17,0,0,1
46,3,307x176,M,CG,4/7/17,0,0,1
46,3,378x765,M,UB,4/7/17,0,0,1
46,3,57x862,M,NR,4/7/17,0,0,1
46,3,59x820,M,CO,4/7/17,0,0,1
46,3,637x318,M,BB,4/7/17,0,0,1
46,3,732x40,M,BP,4/7/17,0,0,1
46,3,801x513,M,PP,4/7/17,0,0,1
46,3,855x391,M,TW,4/7/17,0,0,1
47,4,136x427,F,CG,4/7/17,0,0,1
47,4,208x313,F,UB,4/7/17,0,0,1
47,4,237x714,F,BB,4/7/17,0,0,1
47,4,306x774,F,BP,4/7/17,0,0,1
47,4,315x229,F,PP,4/7/17,0,0,1
47,4,335x365,F,TW,4/7/17,0,0,1
47,4,360x380,F,NR,4/7/17,0,0,1
47,4,387x324,F,CO,4/7/17,0,0,1
47,4,786x716,F,CY,4/7/17,0,0,1
47,4,852x721,F,LG,4/7/17,0,0,1
47,4,153x517,M,CO,4/7/17,0,0,1
47,4,235x712,M,CY,4/7/17,0,0,1
47,4,307x176,M,LG,4/7/17,0,0,1
47,4,378x765,M,CG,4/7/17,0,0,0
47,4,57x862,M,TW,4/7/17,0,0,1
47,4,59x820,M,NR,4/7/17,0,0,1
47,4,637x318,M,UB,4/7/17,0,0,1
47,4,732x40,M,BB,4/7/17,0,0,1
47,4,801x513,M,BP,4/7/17,0,0,1
47,4,855x391,M,PP,4/7/17,0,0,1
48,4,136x427,F,LG,4/7/17,0,0,1
48,4,208x313,F,CG,4/7/17,0,0,1
48,4,237x714,F,UB,4/7/17,0,0,1
48,4,306x774,F,BB,4/7/17,0,0,1
48,4,315x229,F,BP,4/7/17,0,0,1
48,4,335x365,F,PP,4/7/17,0,0,1
48,4,360x380,F,TW,4/7/17,0,0,1
48,4,387x324,F,NR,4/7/17,0,0,1
48,4,786x716,F,CO,4/7/17,0,0,1
48,4,852x721,F,CY,4/7/17,0,0,1
48,4,153x517,M,NR,4/7/17,0,0,1
48,4,235x712,M,CO,4/7/17,0,0,1
48,4,307x176,M,CY,4/7/17,0,0,1
48,4,378x765,M,LG,4/7/17,0,0,1
48,4,57x862,M,PP,4/7/17,0,0,1
48,4,59x820,M,TW,4/7/17,0,0,1
48,4,637x318,M,CG,4/7/17,0,0,1
48,4,732x40,M,UB,4/7/17,0,0,1
48,4,801x513,M,BB,4/7/17,0,0,1
48,4,855x391,M,BP,4/7/17,0,0,1
49,5,136x427,F,CY,4/7/17,0,0,1
49,5,208x313,F,LG,4/7/17,0,0,1
49,5,237x714,F,CG,4/7/17,0,0,1
49,5,306x774,F,UB,4/7/17,0,0,1
49,5,315x229,F,BB,4/7/17,0,0,1
49,5,335x365,F,BP,4/7/17,0,0,1
49,5,360x380,F,PP,4/7/17,0,0,1
49,5,387x324,F,TW,4/7/17,0,0,1
49,5,786x716,F,NR,4/7/17,0,0,0
49,5,852x721,F,CO,4/7/17,0,0,1
49,5,153x517,M,TW,4/7/17,0,0,1
49,5,235x712,M,NR,4/7/17,0,0,1
49,5,307x176,M,CO,4/7/17,0,0,1
49,5,378x765,M,CY,4/7/17,0,0,1
49,5,57x862,M,BP,4/7/17,0,0,1
49,5,59x820,M,PP,4/7/17,0,0,1
49,5,637x318,M,LG,4/7/17,0,0,1
49,5,732x40,M,CG,4/7/17,0,0,1
49,5,801x513,M,UB,4/7/17,0,0,1
49,5,855x391,M,BB,4/7/17,0,0,1
50,5,136x427,F,CO,4/7/17,0,0,1
50,5,208x313,F,CY,4/7/17,0,0,1
50,5,237x714,F,LG,4/7/17,0,0,1
50,5,306x774,F,CG,4/7/17,0,0,1
50,5,315x229,F,UB,4/7/17,0,0,1
50,5,335x365,F,BB,4/7/17,0,0,1
50,5,360x380,F,BP,4/7/17,0,0,1
50,5,387x324,F,PP,4/7/17,0,0,1
50,5,786x716,F,TW,4/7/17,0,0,1
50,5,852x721,F,NR,4/7/17,0,0,1
50,5,153x517,M,PP,4/7/17,0,0,1
50,5,235x712,M,TW,4/7/17,0,0,1
50,5,307x176,M,NR,4/7/17,0,0,0
50,5,378x765,M,CO,4/7/17,0,0,1
50,5,57x862,M,BB,4/7/17,0,0,1
50,5,59x820,M,BP,4/7/17,0,0,1
50,5,637x318,M,CY,4/7/17,0,0,1
50,5,732x40,M,LG,4/7/17,0,0,1
50,5,801x513,M,CG,4/7/17,0,0,1
50,5,855x391,M,UB,4/7/17,0,0,1
51,1,136x427,F,NR,4/14/17,0,0,1
51,1,208x313,F,CO,4/14/17,0,0,1
51,1,237x714,F,CY,4/14/17,0,0,1
51,1,306x774,F,LG,4/14/17,0,0,1
51,1,315x229,F,CG,4/14/17,0,0,1
51,1,335x365,F,UB,4/14/17,0,0,1
51,1,360x380,F,BB,4/14/17,0,0,1
51,1,387x324,F,BP,4/14/17,0,0,1
51,1,786x716,F,PP,4/14/17,0,0,1
51,1,852x721,F,TW,4/14/17,0,0,1
51,1,153x517,M,PP,4/14/17,0,0,1
51,1,235x712,M,TW,4/14/17,0,0,1
51,1,307x176,M,NR,4/14/17,0,0,1
51,1,378x765,M,CO,4/14/17,0,0,1
51,1,57x862,M,BB,4/14/17,0,0,1
51,1,59x820,M,BP,4/14/17,0,0,1
51,1,637x318,M,CY,4/14/17,0,0,1
51,1,732x40,M,LG,4/14/17,0,0,1
51,1,801x513,M,CG,4/14/17,0,0,1
51,1,855x391,M,UB,4/14/17,0,0,1
52,1,136x427,F,TW,4/14/17,0,0,1
52,1,208x313,F,NR,4/14/17,0,0,1
52,1,237x714,F,CO,4/14/17,0,0,1
52,1,306x774,F,CY,4/14/17,0,0,1
52,1,315x229,F,LG,4/14/17,0,0,1
52,1,335x365,F,CG,4/14/17,0,0,1
52,1,360x380,F,UB,4/14/17,0,0,1
52,1,387x324,F,BB,4/14/17,0,0,1
52,1,786x716,F,BP,4/14/17,0,0,1
52,1,852x721,F,PP,4/14/17,0,0,1
52,1,153x517,M,BP,4/14/17,0,0,1
52,1,235x712,M,PP,4/14/17,0,0,1
52,1,307x176,M,TW,4/14/17,0,0,1
52,1,378x765,M,NR,4/14/17,0,0,1
52,1,57x862,M,UB,4/14/17,0,0,1
52,1,59x820,M,BB,4/14/17,0,0,1
52,1,637x318,M,CO,4/14/17,0,0,1
52,1,732x40,M,CY,4/14/17,0,0,1
52,1,801x513,M,LG,4/14/17,0,0,1
52,1,855x391,M,CG,4/14/17,0,0,1
53,2,136x427,F,PP,4/14/17,0,0,1
53,2,208x313,F,TW,4/14/17,0,0,1
53,2,237x714,F,NR,4/14/17,0,0,1
53,2,306x774,F,CO,4/14/17,0,0,1
53,2,315x229,F,CY,4/14/17,0,0,1
53,2,335x365,F,LG,4/14/17,0,0,1
53,2,360x380,F,CG,4/14/17,0,0,1
53,2,387x324,F,UB,4/14/17,0,0,1
53,2,786x716,F,BB,4/14/17,0,0,1
53,2,852x721,F,BP,4/14/17,0,0,1
53,2,153x517,M,BB,4/14/17,0,0,1
53,2,235x712,M,BP,4/14/17,0,0,1
53,2,307x176,M,PP,4/14/17,0,0,1
53,2,378x765,M,TW,4/14/17,0,0,1
53,2,57x862,M,CG,4/14/17,0,0,1
53,2,59x820,M,UB,4/14/17,0,0,1
53,2,637x318,M,NR,4/14/17,0,0,1
53,2,732x40,M,CO,4/14/17,0,0,1
53,2,801x513,M,CY,4/14/17,0,0,1
53,2,855x391,M,LG,4/14/17,0,0,1
54,2,136x427,F,BP,4/14/17,0,0,
54,2,208x313,F,PP,4/14/17,0,0,
54,2,237x714,F,TW,4/14/17,0,0,
54,2,306x774,F,NR,4/14/17,0,0,
54,2,315x229,F,CO,4/14/17,0,0,
54,2,335x365,F,CY,4/14/17,0,0,
54,2,360x380,F,LG,4/14/17,0,0,
54,2,387x324,F,CG,4/14/17,0,0,
54,2,786x716,F,UB,4/14/17,0,0,
54,2,852x721,F,BB,4/14/17,0,0,
54,2,153x517,M,UB,4/14/17,0,0,
54,2,235x712,M,BB,4/14/17,0,0,
54,2,307x176,M,BP,4/14/17,0,0,
54,2,378x765,M,PP,4/14/17,0,0,
54,2,57x862,M,LG,4/14/17,0,0,
54,2,59x820,M,CG,4/14/17,0,0,
54,2,637x318,M,TW,4/14/17,0,0,
54,2,732x40,M,NR,4/14/17,0,0,
54,2,801x513,M,CO,4/14/17,0,0,
54,2,855x391,M,CY,4/14/17,0,0,
55,3,136x427,F,BB,4/14/17,0,0,1
55,3,208x313,F,BP,4/14/17,0,0,1
55,3,237x714,F,PP,4/14/17,0,0,1
55,3,306x774,F,TW,4/14/17,0,0,1
55,3,315x229,F,NR,4/14/17,0,0,1
55,3,335x365,F,CO,4/14/17,0,0,1
55,3,360x380,F,CY,4/14/17,0,0,1
55,3,387x324,F,LG,4/14/17,0,0,1
55,3,786x716,F,CG,4/14/17,0,0,1
55,3,852x721,F,UB,4/14/17,0,0,1
55,3,153x517,M,CG,4/14/17,0,0,1
55,3,235x712,M,UB,4/14/17,0,0,1
55,3,307x176,M,BB,4/14/17,0,0,1
55,3,378x765,M,BP,4/14/17,0,0,1
55,3,57x862,M,CY,4/14/17,0,0,1
55,3,59x820,M,LG,4/14/17,0,0,1
55,3,637x318,M,PP,4/14/17,0,0,1
55,3,732x40,M,TW,4/14/17,0,0,1
55,3,801x513,M,NR,4/14/17,0,0,1
55,3,855x391,M,CO,4/14/17,0,0,1
56,3,136x427,F,UB,4/14/17,0,0,0
56,3,208x313,F,BB,4/14/17,0,0,1
56,3,237x714,F,BP,4/14/17,0,0,1
56,3,306x774,F,PP,4/14/17,0,0,1
56,3,315x229,F,TW,4/14/17,0,0,1
56,3,335x365,F,NR,4/14/17,0,0,1
56,3,360x380,F,CO,4/14/17,0,0,1
56,3,387x324,F,CY,4/14/17,0,0,1
56,3,786x716,F,LG,4/14/17,0,0,1
56,3,852x721,F,CG,4/14/17,0,0,1
56,3,153x517,M,LG,4/14/17,0,0,1
56,3,235x712,M,CG,4/14/17,0,0,1
56,3,307x176,M,UB,4/14/17,0,0,1
56,3,378x765,M,BB,4/14/17,0,0,1
56,3,57x862,M,CO,4/14/17,0,0,1
56,3,59x820,M,CY,4/14/17,0,0,1
56,3,637x318,M,BP,4/14/17,0,0,1
56,3,732x40,M,PP,4/14/17,0,0,1
56,3,801x513,M,TW,4/14/17,0,0,1
56,3,855x391,M,NR,4/14/17,0,0,1
57,4,136x427,F,CG,4/14/17,0,1,1
57,4,208x313,F,UB,4/14/17,0,1,1
57,4,237x714,F,BB,4/14/17,0,1,1
57,4,306x774,F,BP,4/14/17,0,1,1
57,4,315x229,F,PP,4/14/17,0,1,1
